software_name,category_id,category_name,infrastructure_layer,pqc_support,pqc_capability_description,license_type,license,latest_version,release_date,fips_validated,pqc_migration_priority,primary_platforms,target_industries,authoritative_source,repository_url,product_brief,source_type,verification_status,last_verified_date,migration_phases,learning_modules,vendor_id,trusted_source_id,evidence_flags
Red Hat OpenShift,CSC-055,Container Orchestration & Service Mesh,Cloud,Partial (ML-KEM TLS via RHEL 9 crypto stack),Red Hat OpenShift inherits PQC capabilities from RHEL 9 OpenSSL stack. TLS connections between cluster components can use ML-KEM hybrid cipher suites. Service mesh (Istio/OSM) mTLS PQC support in progress. Full FIPS-validated PQC roadmapped for OpenShift 4.17+.,Open Source/Commercial (Text shows Apache-2.0 for repositories and mentions Enterprise solutions),"Apache-2.0 (for repositories), Commercial (for Enterprise solutions)",4.16,2024-12,Partial (RHEL FIPS module; PQC not in FIPS module),High,"Kubernetes, Cloud (AWS, Azure, GCP implied by ""Cloud"" context in prompt but not explicitly listed as supported providers in text; text mentions ""openshift.com"")","Healthcare, Financial services, Manufacturing, Government",https://openshift.com,https://github.com/openshift,Enterprise Kubernetes platform with PQC-capable TLS via RHEL 9 OpenSSL stack. Service mesh and ingress controller migration required for quantum-safe east-west and north-south traffic. Critical platform for containerized workloads requiring CNSA 2.0 compliance.,Trusted Vendor,Partially Verified,2026-03-28,"prepare,rampup,migrate",crypto-dev-apis;healthcare-pqc;migration-program;network-security-pqc,VND-032,red-hat,
DigiCert CertCentral,CSC-041,Certificate Lifecycle Management,Cloud,Yes (ML-DSA hybrid certificate issuance),"DigiCert CertCentral is the web-based CLM portal for issuing and managing TLS, code signing, and S/MIME certificates. Supports PQC hybrid certificate issuance (ML-DSA + ECDSA) and quantum-safe TLS. Part of DigiCert Trust Lifecycle Manager platform.",Proprietary,Commercial (SaaS),Current,2025,Yes (CA infrastructure FIPS 140-3),Critical,Web Cloud,Enterprise Government Finance Healthcare,https://www.digicert.com/certcentral/,,Enterprise certificate management portal for TLS S/MIME and code signing certificates. PQC hybrid certificate issuance available; underpins the DigiCert Trust Lifecycle Manager platform for enterprise quantum-safe PKI migration.,Trusted Vendor,Partially Verified,2026-03-28,"migrate,launch",arch-quantum-impact;compliance-strategy;merkle-tree-certs;pki-workshop,VND-012,digicert,
DigiCert ONE,CSC-041,Certificate Lifecycle Management,Cloud,Yes (ML-DSA SLH-DSA hybrid certificates),"DigiCert ONE is the enterprise CLM platform consolidating PKI Manager, Secure Software Manager, Document Signing Manager, and Device Trust Manager. Supports PQC hybrid certificate lifecycle including issuance, renewal, and revocation for ML-DSA and SLH-DSA.",Proprietary,Commercial (SaaS),Current,2025,Yes (CA infrastructure FIPS 140-3),Critical,Cloud On-Premise,Enterprise Government Finance Healthcare,https://www.digicert.com/digicert-one,,"Enterprise-grade unified CLM platform with PQC hybrid certificate support. Consolidates PKI, device trust, document signing, and software signing under one management plane. Critical migration platform for organizations with large certificate inventories.",Trusted Vendor,Partially Verified,2026-03-28,"migrate,launch",arch-quantum-impact;compliance-strategy;merkle-tree-certs;pki-workshop,VND-012,digicert,
Entrust Identity as a Service (IDaaS),CSC-042,Identity & Access Management (IAM),"Cloud, Application",No,Entrust IDaaS is a cloud-delivered IAM and multi-factor authentication platform. Classical TLS and authentication key exchanges require quantum-safe migration. PQC roadmap tied to Entrust PKI and nShield HSM integration for token signing and key establishment.,Commercial,Proprietary,Current,2025,No,High,"Cloud, On-premises, Hybrid; Integrates with Microsoft, IBM, MobileIron, VMware; Supports mobile SDKs.","Healthcare, Finance, Government, Enterprise (implied by ""workforces, consumers, and citizens"" and specific use cases mentioned).",https://www.entrust.com/resources/product-brief/entrust-identity-as-a-service-brief,,Cloud IAM and MFA platform requiring PQC migration for authentication token signing and TLS session key establishment. Leverages Entrust PKI and nShield HSM infrastructure for eventual quantum-safe credential lifecycle management.,Trusted Vendor,Partially Verified,2026-03-28,"prepare,rampup",digital-id;iam-pqc;migration-program,VND-013,entrust,
Crypto4A QxEDGE,CSC-002,HSM & Hardware Security,Hardware,"Yes (with details: Hybrid approach using traditional ECC and NIST-approved HSS for RoT, FW updates, attestation, and inter-HSM communications)","Implements a hybridized approach combining traditional ECDSA P-384 and NIST-approved HSS (Hierarchical Signature System). Uses PQC for firmware signing, secure boot validation, attestation keys, backup encryption, inter-HSM communication, access authentication, and logging integrity. Leverages proprietary Classic McEliece for inter-HSM transfers where standardized options were unavailable. Designed for crypto-agility to adopt future certified PQC algorithms via FW updates.",Proprietary,"Proprietary (implied by ""proprietary solutions"" and commercial context, specific license name not stated)",Current,2026-01 (Publication date of the whitepaper; product release date not explicitly stated),FIPS 140-3 Level 3 compliant for traditional cryptography; PQC capabilities are not currently required for this validation level but are implemented via hybrid design.,Critical,Edge Appliance,"Digital sovereignty, critical infrastructure, government, enterprise (implied by ""national importance"" and ""digital trust"")",https://crypto4a.com/,,Edge PQC security appliance providing HSM capabilities for IoT and OT environments. Full NIST PQC algorithm suite including stateful hash-based signatures (XMSS/LMS) for secure boot and firmware signing at the network edge.,Trusted Vendor,Partially Verified,2026-03-28,"migrate,launch",aerospace-pqc;hsm-pqc;iot-ot-pqc;secure-boot-pqc,VND-010,cmvp,
Fortinet FortiManager,CSC-033,Network Security Software,"Application, Network",No,"The document mentions ""Quantum Security"" as a category under the Fortinet Platform and lists ""Quantum Safety Operating System FortiOS,"" but it does not state that FortiManager itself supports Post-Quantum Cryptography algorithms, hybrid modes, or PQC migration. No specific PQC implementation details are provided for this product.",Commercial,Proprietary,7.6.2,2025-10,No,Medium,"Appliance, Virtual, Cloud","Enterprise, Service Providers, Operational Technology (OT), Healthcare, Education, Financial Services, Retail, Hospitality",https://www.fortinet.com/products/management/fortimanager,,"AI-powered centralized device management platform for the Fortinet Security Fabric, automating network and security operations.",Trusted Vendor,Partially Verified,2026-03-28,"prepare,rampup",network-security-pqc,VND-016,fortinet,
Fortinet FortiAuthenticator,CSC-042,Identity & Access Management (IAM),Security Stack,No,"IAM and MFA product. Datasheet shows classical algorithms only (FIDO, RADIUS, LDAP, SAML). No PQC algorithms listed in product documentation. No PQC roadmap announced as of March 2026. Note: broader Fortinet Security Fabric is actively shipping PQC — FortiOS 7.6+ has ML-KEM IPsec and FortiOS 8.0 adds PQC certificates and management plane support. FortiAuthenticator PQC update is plausible in the near term.",Proprietary,Commercial,6.6.2,2025-08,Yes (Trusted),Medium,"Physical appliance, Virtual Machine, Hosted Cloud; Integrates with Active Directory, LDAP, Microsoft 365, Fortinet Security Fabric.","Enterprise (General), Government (mentioned regarding compliance), Operational Technology (OT).",https://docs.fortinet.com/product/fortiauthenticator/latest/administration-guide,,"Scalable Identity and Access Management solution providing centralized authentication, MFA, SSO, and certificate management.",Trusted Vendor,Verified,2026-03-30,"prepare,rampup",iam-pqc;network-security-pqc;pki-workshop,VND-016,fortinet,
IBM z/OS Cryptographic Services (ICSF),CSC-001,Cryptographic Libraries,"Hardware, Security Stack","Yes (ML-KEM ML-DSA quantum-safe z/OS, ICSF FIPS 203/204)","IBM z/OS ICSF (Integrated Cryptographic Service Facility) provides quantum-safe cryptography on IBM Z hardware (z16+). Supports ML-KEM and ML-DSA via z/OS V2.5+ with hardware acceleration through the IBM Crypto Express 8S adapter. Provides quantum-safe API functions for application programs, migrating from Dilithium/Kyber to ML-DSA/ML-KEM per NIST FIPS 203/204. Part of IBM's quantum-safe z/OS infrastructure.",Proprietary,Proprietary (IBM Corp.),Second Edition (December 2025),2025-12-22,Yes (FIPS 140-3 L1 CEX8S),Critical,"IBM z/OS, IBM z17, IBM z16, IBM z15","Enterprise (implied by IBM Z context), Finance, Government",https://www.redbooks.ibm.com/redbooks/pdfs/sg248525.pdf,,Mainframe cryptographic services with hardware-accelerated PQC via IBM z16 CPACF chip. On-chip ML-KEM and ML-DSA acceleration without performance penalty. Critical for financial institutions running transaction processing workloads on IBM Z infrastructure.,Trusted Vendor,Verified,2026-03-28,"migrate,launch",arch-quantum-impact;crypto-dev-apis;hsm-pqc;kms-pqc,VND-019,q360-alliance,
IBM Db2,CSC-007,Database Encryption Software,"Application, Cloud",No,"The provided text mentions ""security"" and ""built-in governance"" generally but contains no explicit mention of Post-Quantum Cryptography (PQC), PQC algorithms, or migration plans.",Commercial,Proprietary,12.1.4,2025-06,No,High,"IBM Cloud, AWS, Azure, Red Hat OpenShift, Kubernetes, On-premises","Enterprise, Finance, Healthcare, Banking",https://www.ibm.com/products/db2,,Enterprise relational database requiring quantum-safe TLS migration for client connections and key wrapping upgrades for data-at-rest encryption. Part of IBM Quantum Safe data protection roadmap targeting financial and government data stores.,Trusted Vendor,Partially Verified,2026-03-28,"prepare,rampup,migrate",arch-quantum-impact;data-asset-sensitivity;healthcare-pqc,VND-019,q360-alliance,
IBM MQ,CSC-043,Data Security & Protection,Application,No,"The document mentions ""advanced messaging security,"" ""end-to-end encryption,"" and ""integrity checks"" but does not explicitly state support for Post-Quantum Cryptography (PQC) algorithms or hybrid modes.",Commercial,Proprietary,9.3.5,2025-04,No,High,"Public and private clouds, containers, virtual machines, appliances, mainframes","Banking and finance, Government and federal, Travel and transportation, Automotive and manufacturing",https://www.ibm.com/products/mq,,Enterprise messaging middleware for financial transaction processing. TLS channel security between queue managers requires quantum-safe key exchange migration. Part of IBM Quantum Safe messaging infrastructure roadmap for SWIFT and financial clearing networks.,Trusted Vendor,Partially Verified,2026-03-28,"prepare,rampup",arch-quantum-impact;data-asset-sensitivity,VND-019,q360-alliance,
Palo Alto Prisma SASE,CSC-033,Network Security Software,"Cloud, Network, Security Stack",Partial (Quantum Readiness Dashboard GA Jan 2026; full PQC integration rolling out),"Palo Alto Networks Prisma SASE combines SD-WAN, SSE, ZTNA, and CASB into a cloud-delivered security service. Quantum Readiness Dashboard available for NGFW and SASE customers since January 30, 2026. Additional PQC integration enhancements planned for April 2026. TLS inspection at the SASE edge and IPsec tunnels between branches require ML-KEM hybrid migration.",Commercial,"Proprietary (implied by ""Commercial"" nature and copyright notice; specific license text not stated)",Prisma SASE 4.0,2025,Yes (Trusted),High,"Cloud (Multi-cloud architecture), Hybrid workforce environments, SaaS applications, Branch offices, Remote locations. Specific cloud providers (AWS, Azure, GCP) are not explicitly listed in the text.","Enterprise, Manufacturing, Retail, Healthcare, Telecommunications, Public Sector, Architecture/Engineering/Construction (AEC).",https://www.paloaltonetworks.com/sase,,Cloud-delivered SASE platform with TLS inspection and IPsec requiring quantum-safe migration. SASE edge points terminate large volumes of TLS traffic making ML-KEM hybrid deployment critical for preventing harvest-now-decrypt-later against enterprise traffic.,Trusted Vendor,Verified,2026-03-30,"prepare,rampup",network-security-pqc;vpn-ssh-pqc,VND-031,palo-alto,
GlobalSign Atlas CLM,CSC-041,Certificate Lifecycle Management,Cloud,Planned,"The document lists ""Post Quantum Computing"" as a menu item under Solutions but provides no details on implementation status, algorithms used, maturity level, or specific capabilities within the Atlas platform text.",Commercial,"Proprietary (Implied by ""Commercial"" nature and purchase options; specific license name not stated)",Current,2025,Yes (CA FIPS 140-3),High,"SaaS-based platform; supports integration with AD, MDM, Kubernetes (via cert-manager), ServiceNow, HashiCorp Vault.","Finance and Insurance, Government, Health and Dental, Education, Legal and Real Estate, Energy, IoT innovators.",https://www.globalsign.com/en/atlas,,Enterprise CLM platform for automated certificate lifecycle management. Separate from GlobalSign Digital Signing Service; Atlas focuses on enterprise TLS and PKI automation. PQC hybrid certificate support expected as root CA infrastructure is upgraded.,Trusted Vendor,Partially Verified,2026-03-28,"rampup,migrate",arch-quantum-impact;merkle-tree-certs;pki-workshop,VND-173,iec,
